Symbol	Name	ISIN	Product Class
STL3 L6 64	EOSTL32612I364000C	IT0020673882	Call Option
ZA9C C6 90	POZA9C2603K209000C	FREX01734687	Call Option
VV1 R6 2.8	POVV1 2606J200280P	FREX01000873	Put Option
UCG5 C6 37	EOUCG52603K337000C	IT0023499202	Call Option
ISP3 I6 6.4	EOISP32609I464000C	IT0024919257	Call Option
KC1 C6 6.5	POKC1 2603K200650C	FREX01365953	Call Option
ISP X9 7.2	EOISP 2912L472000P	IT0020422702	Put Option
JUV O6 3.4	EOJUV 2603K434000P	IT0023456954	Put Option
TIT L0 0.48	EOTIT 3012K404800C	IT0021747974	Call Option
SRG3 I6 4.2	EOSRG32609I442000C	IT0024938653	Call Option
UCG R1 12	EOUCG 3106K312000P	IT0022471798	Put Option
MFE I6 6.8	EOMFE 2609I468000C	IT0024968791	Call Option
IP I6 28	EOIP  2609I328000C	IT0024963818	Call Option
IRE C6 1.9	EOIRE 2603K419000C	IT0023455667	Call Option
RD F7 28	AORD  2706I202800C	NLEX01704827	Call Option
BPM5 U6 22	EOBPM52609I322000P	IT0025002889	Put Option
TIP F6 8.6	EOTIP 2606J486000C	IT0024319466	Call Option
ISP O6 5.2	EOISP 2603K452000P	IT0023434175	Put Option
LDO X9 72	EOLDO 2912L372000P	IT0023118760	Put Option
BPE R6 12	EOBPE 2606J312000P	IT0021589012	Put Option
TIR3 R7 0.26	EOTIR32706I402600P	IT0019743241	Put Option
TEN5 F6 7.8	EOTEN52606J478000C	IT0024317247	Call Option
CVC F6 8	AOCVC 2606J200800C	NLEX01759409	Call Option
TIR3 F0 0.15	EOTIR33006L401500C	IT0024320746	Call Option
TIR3 O6 1.3	EOTIR32603K413000P	IT0025084879	Put Option
KBC R6 65	BOKBC 2606J206500P	BEEX00283685	Put Option
ENAV R6 3.5	EOENAV2606J435000P	IT0024356153	Put Option
RAC X9 480	EORAC 2912L248000P	IT0023122200	Put Option
BPM L7 2.8	EOBPM 2712H428000C	IT0020425572	Call Option
ZA6 M6	PFZA6 2606J000000F	FREX01085262	Futures
IP U6 39	EOIP  2609I339000P	IT0024964048	Put Option
EBO R7 1450	JOEBO 2706I001450P	FREX01604948	Put Option
ZA9C U6 90	POZA9C2609I209000P	FREX01885505	Put Option
CVC O6 17	AOCVC 2603K201700P	NLEX01027559	Put Option
TIT3 X8 0.28	EOTIT32812F402800P	IT0021726697	Put Option
DS1 I6 40	PODS1 2609I204000C	FREX01844155	Call Option
OR4 R6 110	POOR4 2606J211000P	FREX01350542	Put Option
UCG5 O6 62	EOUCG52603K362000P	IT0023452391	Put Option
BGN L6 72	EOBGN 2612I372000C	IT0021782393	Call Option
PRY5 I6 58	EOPRY52609I358000C	IT0024925239	Call Option
ACE O6 9	EOACE 2603K490000P	IT0023662734	Put Option
ENE3 R6 6	EOENE32606J460000P	IT0019235669	Put Option
RAC R6 376	EORAC 2606J237600P	IT0021574154	Put Option
AMG L8 26	AOAMG 2812F202600C	NLEX00887326	Call Option
BPM R0 8.8	EOBPM 3006L488000P	IT0024367572	Put Option
DIA F6 84	EODIA 2606J384000C	IT0024354422	Call Option
ENI F1 4.4	EOENI 3106K444000C	IT0022490004	Call Option
PRX F6 65	AOPRX 2606J206500C	NLEX02114364	Call Option
AH4 R7 80	POAH4 2706I208000P	FREX01330866	Put Option
MON5 O6 58	EOMON52603K358000P	IT0023458851	Put Option
TIT F7 0.68	EOTIT 2706I406800C	IT0017941193	Call Option
G L0 6.4	EOG   3012K464000C	IT0021752339	Call Option
PST3 C6 31	EOPST32603K331000C	IT0023864090	Call Option
PSQ I6 7	AOPSQ 2609I200700C	NLEX02464454	Call Option
SFL R6 3.4	EOSFL 2606J434000P	IT0024861061	Put Option
PAQ R8 50	AOPAQ 2806G205000P	NLEX01752230	Put Option
ENE5 F6 3.8	EOENE52606J438000C	IT0024385442	Call Option
TIR L7 0.11	EOTIR 2712H401100C	IT0023106492	Call Option
ACE R6 9.5	EOACE 2606J495000P	IT0024385236	Put Option
MBQ F6 50	AOMBQ 2606J205000C	NLEN19472781	Call Option
MFE U6 2.9	EOMFE 2609I429000P	IT0024968304	Put Option
CPR R6 8	EOCPR 2606J480000P	IT0024351279	Put Option
MKQ U6 96	AOMKQ 2609I209600P	NLEX02430257	Put Option
OR1 R6 220	POOR1 2606J222000P	FREX00627510	Put Option
PIA C6 2.9	EOPIA 2603K429000C	IT0023436626	Call Option
SRG3 F8 12	EOSRG32806G312000C	IT0024186865	Call Option
AZQ U6 330	AOAZQ 2609I233000P	NLEX02400219	Put Option
G L1 28	EOG   3112J328000C	IT0023085712	Call Option
ISP F9 0.9	EOISP 2906F409000C	IT0019762597	Call Option
TGY C6 14.401	EOTGY 2603K314401C	IT0023447466	Call Option
G3 F8 76	EOG3  2806G376000C	IT0022011586	Call Option
TIR5 R6 0.62	EOTIR52606J406200P	IT0024322098	Put Option
IG O6 8.9208	EOIG  2603K489208P	IT0023905083	Put Option
EA1 X7 99.26	POEA1 2712H209926P	FREN09129965	Put Option
SCH F6 563.58	OOSCH 2606J256358C	NO0511007523	Call Option
BC R6 98	EOBC  2606J398000P	IT0024348531	Put Option
PST C6 38	EOPST 2603K338000C	IT0023947911	Call Option
NN C6 22	AONN  2603K202200C	NLEX01225658	Call Option
AKS R6 28	OOAKS 2606J202800P	NO0510995678	Put Option
WKL O6 60	AOWKL 2603K206000P	NLEX01153520	Put Option
IMD L6 100	AOIMD 2612I210000C	NLEN12263864	Call Option
QH8 Z8	AFQH8 2812F000000F	NLEN13018572	Futures
FCR F6 27	EOFCR 2606J327000C	IT0024366285	Call Option
DS1 F8 60	PODS1 2806G206000C	FREX01335311	Call Option
AB7 G6	BFAB7 2602K000000F	BEEX00121703	Futures
BPM I6 20	EOBPM 2609I320000C	IT0024998335	Call Option
BWQ R6 60	AOBWQ 2606J206000P	NLEN12264151	Put Option
RAC5 I6 394	EORAC52609I239400C	IT0024929215	Call Option
TEN5 I6 12.5	EOTEN52609I312500C	IT0024944032	Call Option
GT8 U7	AFGT8 2709H000000F	NLEX02469396	Futures
GA4 F6 20	POGA4 2606J202000C	FREN20573597	Call Option
G L6 72	EOG   2612I372000C	IT0019466009	Call Option
HO1 X6 450	POHO1 2612I245000P	FREX01196523	Put Option
TIT3 X9 0.26	EOTIT32912L402600P	IT0023109421	Put Option
UCG3 X7 18	EOUCG32712H318000P	IT0020411051	Put Option
TEN F7 4.8	EOTEN 2706I448000C	IT0022464926	Call Option
DA1 C6 30	PODA1 2603K203000C	FREX00901550	Call Option
BRE R8 6.8	EOBRE 2806G468000P	IT0024286392	Put Option
BN7 G6	PFBN7 2602K000000F	FREX00442878	Futures
TIR5 U6 0.4	EOTIR52609I404000P	IT0024948587	Put Option
EXR O6 58	AOEXR 2603K205800P	NLEX01219909	Put Option
ERG O6 9	EOERG 2603K490000P	IT0023658211	Put Option
EN1 F6 18	POEN1 2606J201800C	FREX01270682	Call Option
NB1 U6 15	PONB1 2609I201500P	FREX01895496	Put Option
OL1 R6 300	POOL1 2606J230000P	FREX01321717	Put Option
ES1 U6 24	POES1 2609I202400P	FREX02043484	Put Option
FG1 O6 120	POFG1 2603K212000P	FREX00716446	Put Option
PHI O6 5	AOPHI 2603K200500P	NLEX01217283	Put Option
BMP F6 4.6	EOBMP 2606J446000C	IT0024219443	Call Option
RWAY U6 3	EORWAY2609I430000P	IT0024931906	Put Option
AH4 R6 50	POAH4 2606J205000P	FREN20313705	Put Option
DSM L8 80	AODSM 2812F208000C	NLEN19859318	Call Option
EBO F6 750	JOEBO 2606J000750C	FREN20672738	Call Option
NB1 F6 5.5	PONB1 2606J200550C	FREX01512513	Call Option
BEQ R7 130	AOBEQ 2706I213000P	NLEX00083843	Put Option
ENI3 O6 16	EOENI32603K316000P	IT0023466797	Put Option
UCG F1 84	EOUCG 3106K384000C	IT0022472366	Call Option
WL1 O6 5	POWL1 2603K200500P	FREX00720307	Put Option
STL I6 3.8	EOSTL 2609I438000C	IT0025024214	Call Option
IF F6 17.5	EOIF  2606J317500C	IT0024333426	Call Option
G3 R6 8.8	EOG3  2606J488000P	IT0019223228	Put Option
ACE F6 34	EOACE 2606J334000C	IT0024362748	Call Option
FT1 X7 18	POFT1 2712H201800P	FREX01030656	Put Option
RAC L9 232	EORAC 2912L223200C	IT0023633123	Call Option
G5 U6 29	EOG5  2609I329000P	IT0024916345	Put Option
ENI3 X7 60	EOENI32712H360000P	IT0025229490	Put Option
FBK L7 22	EOFBK 2712H322000C	IT0023084673	Call Option
AS9 O6 350	AOAS9 2603K235000P	NLEX01024598	Put Option
G X6 100	EOG   2612I210000P	IT0023845909	Put Option
ENI5 F6 14	EOENI52606J314000C	IT0024360007	Call Option
EOQ C6 21	AOEOQ 2603K202100C	NLEX01530651	Call Option
NXI U6 9.5	EONXI 2609I495000P	IT0025012920	Put Option
UCG3 X6 84	EOUCG32612I384000P	IT0021627499	Put Option
BPE F7 0.4	EOBPE 2706I404000C	IT0019810123	Call Option
UCG3 X8 6.8	EOUCG32812F468000P	IT0021733958	Put Option
SS1 I6 6.5	POSS1 2609I200650C	FREX01832176	Call Option
G O6 15	EOG   2603K315000P	IT0023555375	Put Option
WZ1 F6 4.4	POWZ1 2606J200440C	FREX01599254	Call Option
CBQ R6 32	AOCBQ 2606J203200P	NLEX01668212	Put Option
CS1 X6 30	POCS1 2612I203000P	FREN03438628	Put Option
STE R6 28	EOSTE 2606J328000P	IT0021117293	Put Option
WKL U6 120	AOWKL 2609I212000P	NLEX02398611	Put Option
NXI U6 7	EONXI 2609I470000P	IT0024972447	Put Option
TEN L6 8.4	EOTEN 2612I484000C	IT0021789257	Call Option
VV4 L6 1	POVV4 2612I200100C	FREX00393212	Call Option
HER C6 1.8	EOHER 2603K418000C	IT0023614487	Call Option
RND X9 55	AORND 2912L205500P	NLEX01798217	Put Option
KR1 L6 550	POKR1 2612I255000C	FREN03446233	Call Option
MC1 L8 800	POMC1 2812F280000C	FREN19945392	Call Option
G L6 52	EOG   2612I352000C	IT0017946739	Call Option
MFE I6 5.8	EOMFE 2609I458000C	IT0024968692	Call Option
PRY5 R6 130	EOPRY52606J213000P	IT0025030740	Put Option
UCG R6 6.4	EOUCG 2606J464000P	IT0017949121	Put Option
SL R6 19.5	EOSL  2606J319500P	IT0024309574	Put Option
TEN X6 19	EOTEN 2612I319000P	IT0021788804	Put Option
PRY5 F6 136	EOPRY52606J213600C	IT0025036754	Call Option
AZQ R7 440	AOAZQ 2706I244000P	NLEX02121732	Put Option
ISP5 O6 2.1	EOISP52603K421000P	IT0023621797	Put Option
DS4 L6 32	PODS4 2612I203200C	FREX01813291	Call Option
WL1 R6 8	POWL1 2606J200800P	FREX01362828	Put Option
LDO F0 72	EOLDO 3006L372000C	IT0024339662	Call Option
LR1 F6 85	POLR1 2606J208500C	FREX01294989	Call Option
ENI3 R8 6.8	EOENI32806G468000P	IT0021042202	Put Option
AMP U6 22	EOAMP 2609I322000P	IT0024993740	Put Option
G X0 18	EOG   3012K318000P	IT0021752040	Put Option
STL F2 4.8	EOSTL 3206I448000C	IT0024314368	Call Option
G X6 6	EOG   2612I460000P	IT0017947042	Put Option
BGQ C6 84	AOBGQ 2603K208400C	NLEX01548315	Call Option
OL1 C6 140	POOL1 2603K214000C	FREX01321188	Call Option
ENE R1 6	EOENE 3106K460000P	IT0022488511	Put Option
JUV O6 2.8	EOJUV 2603K428000P	IT0023456830	Put Option
NEL O6 1.5	OONEL 2603K200150P	NO0510900793	Put Option
RN4 R6 42	PORN4 2606J204200P	FREX01342663	Put Option
DNR R6 15.5	EODNR 2606J315500P	IT0025022523	Put Option
TIT F0 0.3	EOTIT 3006L403000C	IT0021058901	Call Option
KSQ F6 9.5	AOKSQ 2606J200950C	NLEN27835664	Call Option
STL L9 2.6	EOSTL 2912L426000C	IT0023536029	Call Option
OR4 R7 300	POOR4 2706I230000P	FREX01288510	Put Option
GLS O6 25	BOGLS 2603K202500P	BEEX00150983	Put Option
PXA O6 7350	JOPXA 2603K007350P	FREX00817103	Put Option
PAQ F6 36	AOPAQ 2606J203600C	NLEX00097439	Call Option
BMP R6 16	EOBMP 2606J316000P	IT0022152232	Put Option
DNB O6 300	OODNB 2603K230000P	NO0510897593	Put Option
RWAY F6 7.8	EORWAY2606J478000C	IT0024307487	Call Option
BRE R8 8	EOBRE 2806G480000P	IT0024286459	Put Option
MDB3 R6 14.769	EOMDB32606J314769P	IT0024230119	Put Option
SPM R6 7.2	EOSPM 2606J472000P	IT0022038951	Put Option
OA1 C6 6.5	POOA1 2603K200650C	FREX02053103	Call Option
AK1 R6 48	POAK1 2606J204800P	FREX01351466	Put Option
HEY F6 42	AOHEY 2606J204200C	NLEX01741043	Call Option
SPM O6 3.4	EOSPM 2603K434000P	IT0023873240	Put Option
DBQ L6 50	AODBQ 2612I205000C	NLEX02009069	Call Option
GEO R6 0.21	EOGEO 2606J402100P	IT0024368232	Put Option
TKG C6 44	AOTKG 2603K204400C	NLEX01833451	Call Option
EBO X6 1500	JOEBO 2612I001500P	FREX01414439	Put Option
BMP R8 1.9	EOBMP 2806G419000P	IT0024283753	Put Option
IG F6 16	EOIG  2606J316000C	IT0024618404	Call Option
GEO C6 0.1865	EOGEO 2603K401865C	IT0023558304	Call Option
AMP C6 22	EOAMP 2603K322000C	IT0023468785	Call Option
TIT O6 0.3	EOTIT 2603K403000P	IT0023449298	Put Option
EF1 F6 230	POEF1 2606J223000C	FREX01271623	Call Option
MDB F8 0.9846	EOMDB 2806G409846C	IT0019332177	Call Option
SYQ L7 30	AOSYQ 2712H203000C	NLEX02356346	Call Option
MC7 U6	PFMC7 2609I000000F	FREX01595674	Futures
AMG I6 27	AOAMG 2609I202700C	NLEX02391889	Call Option
SYE C6 30	BOSYE 2603K203000C	BEEX00183513	Call Option
TIR R6 1.6	EOTIR 2606J416000P	IT0023823203	Put Option
CA1 I6 10	POCA1 2609I201000C	FREX01878716	Call Option
ASL F6 920	AOASL 2606J292000C	NLEX02532151	Call Option
ENI F1 8	EOENI 3106K480000C	IT0022490186	Call Option
VWQ I6 102	AOVWQ 2609I210200C	NLEX02421686	Call Option
MOW O6 70	OOMOW 2603K207000P	NO0510932036	Put Option
TIT3 C6 0.44	EOTIT32603K404400C	IT0023806414	Call Option
TRN I6 5.8	EOTRN 2609I458000C	IT0024952910	Call Option
VI1 I6 35	POVI1 2609I203500C	FREX01879375	Call Option
RAC L7 380	EORAC 2712H238000C	IT0021576761	Call Option
DIA O6 42	EODIA 2603K342000P	IT0024615194	Put Option
TEN5 U6 17	EOTEN52609I317000P	IT0024944222	Put Option
STL F6 3.8	EOSTL 2606J438000C	IT0017937290	Call Option
STL F7 10	EOSTL 2706I310000C	IT0017938496	Call Option
RAC F8 492	EORAC 2806G249200C	IT0022683749	Call Option
TKQ R6 38	AOTKQ 2606J203800P	NLEX00738636	Put Option
EN1 L7 25	POEN1 2712H202500C	FREN09121715	Call Option
TIT X1 0.24	EOTIT 3112J402400P	IT0023108647	Put Option
CP1 C6 70	POCP1 2603K207000C	FREX00845385	Call Option
EBO C6 1300	JOEBO 2603K001300C	FREX00621992	Call Option
BGN C6 30	EOBGN 2603K330000C	IT0023640144	Call Option
STL3 X7 6.4	EOSTL32712H464000P	IT0020406853	Put Option
CR1 F7 16	POCR1 2706I201600C	FREN20594007	Call Option
AMG O6 17	AOAMG 2603K201700P	NLEX00970643	Put Option
ONT R6 6.5	BOONT 2606J200650P	BEEX00393583	Put Option
LTMC O6 11	EOLTMC2603K311000P	IT0023561894	Put Option
STL L6 3.4	EOSTL 2612I434000C	IT0019558441	Call Option
AKE U6 200	OOAKE 2609I220000P	NO0511071958	Put Option
RAC5 C6 432	EORAC52603K243200C	IT0023866095	Call Option
TF1 I6 5.5	POTF1 2609I200550C	FREX01831459	Call Option
UCG X8 2.4	EOUCG 2812F424000P	IT0019572475	Put Option
RV8 Z8	AFRV8 2812F000000F	NLEN12972753	Futures
SRG3 L6 3.8	EOSRG32612I438000C	IT0024184381	Call Option
TIR F8 0.22	EOTIR 2806G402200C	IT0024320043	Call Option
ARC C6 24	AOARC 2603K202400C	NLEX01141418	Call Option
HO4 L6 130	POHO4 2612I213000C	FREX00493020	Call Option
MAT I6 12.5	EOMAT 2609I312500C	IT0024994433	Call Option
PST3 R9 34	EOPST32906F334000P	IT0022454935	Put Option
CS1 I6 22	POCS1 2609I202200C	FREX01863635	Call Option
LTMC F6 18	EOLTMC2606J318000C	IT0024294222	Call Option
FLW F6 14	AOFLW 2606J201400C	NLEX01735623	Call Option
PSQ L6 4.4	AOPSQ 2612I200440C	NLEX00338635	Call Option
EF1 C6 140	POEF1 2603K214000C	FREX00843125	Call Option
RAC5 C6 324	EORAC52603K232400C	IT0023676528	Call Option
MON5 I6 58	EOMON52609I358000C	IT0024971357	Call Option
BPM3 X9 44	EOBPM32912L344000P	IT0024636711	Put Option
BME U6 37	EOBME 2609I337000P	IT0025234375	Put Option
UCG3 R8 48	EOUCG32806G348000P	IT0021044703	Put Option
ADQ R8 90	AOADQ 2806G209000P	NLEX02035502	Put Option
ENI3 L9 8.4	EOENI32912L484000C	IT0023130518	Call Option
BPM3 F7 32	EOBPM32706I332000C	IT0024173509	Call Option
ACE F6 32	EOACE 2606J332000C	IT0024362706	Call Option
CO4 X6 0.7	POCO4 2612I100007P	FREX01004917	Put Option
AS9 F6 800	AOAS9 2606J280000C	NLEX00514193	Call Option
UMG L6 22	AOUMG 2612I202200C	NLEX01778649	Call Option
BMP R6 6.6	EOBMP 2606J466000P	IT0024219559	Put Option
CP7 N6	PFCP7 2607H000000F	FREX01249934	Futures
ADY X6 1400	AOADY 2612I114000P	NLEN13099903	Put Option
CPR5 R6 4.8	EOCPR52606J448000P	IT0024351816	Put Option
FSQ F6 24	AOFSQ 2606J202400C	NLEN19475065	Call Option
PH9 O6 18	AOPH9 2603K201800P	NLEX00979644	Put Option
HER C6 5.8	EOHER 2603K458000C	IT0023492900	Call Option
FT4 R6 8.5	POFT4 2606J200850P	FREX01338166	Put Option
DSM R7 80	AODSM 2706I208000P	NLEX01706897	Put Option
CG1 R8 15	POCG1 2806G201500P	FREX02075700	Put Option
UCG F0 76	EOUCG 3006L376000C	IT0021138331	Call Option
RAC F6 152	EORAC 2606J215200C	IT0018432614	Call Option
DBQ O6 18	AODBQ 2603K201800P	NLEX01020067	Put Option
BPM3 O6 8.4	EOBPM32603K484000P	IT0023429373	Put Option
MEQ R7 800	AOMEQ 2706I280000P	NLEX02526468	Put Option
FBK I6 16	EOFBK 2609I316000C	IT0024912617	Call Option
FBK R6 52	EOFBK 2606J352000P	IT0022289844	Put Option
REY C6 186	EOREY 2603K218600C	IT0023868653	Call Option
RAC5 C6 314	EORAC52603K231400C	IT0023676429	Call Option
SU4 F6 250	POSU4 2606J225000C	FREX01416483	Call Option
BRE I6 16.5	EOBRE 2609I316500C	IT0024911239	Call Option
HNQ F8 85	AOHNQ 2806G208500C	NLEX02315391	Call Option
ENI L8 5.6	EOENI 2812F456000C	IT0019005450	Call Option
MC1 U6 700	POMC1 2609I270000P	FREX01839767	Put Option
KR4 R6 170	POKR4 2606J217000P	FREX01287892	Put Option
SRG3 L8 13	EOSRG32812F313000C	IT0024187608	Call Option
MDB F9 5.3019	EOMDB 2906F453019C	IT0019758397	Call Option
BME R6 24	EOBME 2606J324000P	IT0024283613	Put Option
STL5 F6 10	EOSTL52606J310000C	IT0024316140	Call Option
REN O6 22	AOREN 2603K202200P	NLEX01152183	Put Option
CR4 C6 4	POCR4 2603K200400C	FREX00913118	Call Option
CD1 F6 150	POCD1 2606J215000C	FREX01306064	Call Option
REY I6 144	EOREY 2609I214400C	IT0024931633	Call Option
CS4 X6 60	POCS4 2612I206000P	FREX01027710	Put Option
AEX U6 1040	KOAEX 2609I110400P	NLEX02447913	Put Option
JX1 I6 16	POJX1 2609I201600C	FREX01843397	Call Option
HEI X9 50	AOHEI 2912L205000P	NLEX00508880	Put Option
VV9C L6 1	POVV9C2612I200100C	FREX01719001	Call Option
G F9 76	EOG   2906F376000C	IT0022012246	Call Option
AGB R6 24	BOAGB 2606J202400P	BEEX00276267	Put Option
PIR F6 4.2	EOPIR 2606J442000C	IT0024231026	Call Option
IG C6 8.8	EOIG  2603K488000C	IT0024190867	Call Option
SFL I6 0.72	EOSFL 2609I407200C	IT0025003952	Call Option
AGA O6 28	AOAGA 2603K202800P	NLEX01141103	Put Option
FLW O6 17	AOFLW 2603K201700P	NLEX02709288	Put Option
OA1 U6 7.5	POOA1 2609I200750P	FREX01966701	Put Option
MHQ I6 150	AOMHQ 2609I215000C	NLEX02455031	Call Option
AFU O6 4.2	AOAFU 2603K200420P	NLEX02055609	Put Option
FR1 I6 11	POFR1 2609I201100C	FREX01853099	Call Option
ENE X9 8.8	EOENE 2912L488000P	IT0020423486	Put Option
BRE I6 18.5	EOBRE 2609I318500C	IT0024911312	Call Option
FSQ X7 36	AOFSQ 2712H203600P	NLEX00523160	Put Option
EO1 F6 9	POEO1 2606J200900C	FREN20353818	Call Option
XFC Z9	JFXFC 2912L000000F	FREN12957832	Futures
ENI3 O6 19.5	EOENI32603K319500P	IT0023936047	Put Option
ENE3 X7 30	EOENE32712H330000P	IT0024384270	Put Option
TIT O6 0.35	EOTIT 2603K403500P	IT0023449397	Put Option
TIR3 L9 0.26	EOTIR32912L402600C	IT0023107474	Call Option
OBX C6 1720	NOOBX 2603K001720C	NO0511083904	Call Option
TIR I6 0.66	EOTIR 2609I406600C	IT0024947035	Call Option
PAQ U6 29.5	AOPAQ 2609I202950P	NLEX02453267	Put Option
ENI X6 6.4	EOENI 2612I464000P	IT0017958825	Put Option
AZQ X6 400	AOAZQ 2612I240000P	NLEN19855027	Put Option
SRG3 U6 5.2	EOSRG32609I452000P	IT0024938760	Put Option
RAC X8 284	EORAC 2812F228400P	IT0021757908	Put Option
LDO F8 68	EOLDO 2806G368000C	IT0021958555	Call Option
TEN R6 18	EOTEN 2606J318000P	IT0021113219	Put Option
TIR3 F7 0.32	EOTIR32706I403200C	IT0019743290	Call Option
ENI3 X7 10	EOENI32712H310000P	IT0020408594	Put Option
GL4 F6 24	POGL4 2606J202400C	FREN20532296	Call Option
ES1 U6 70	POES1 2609I207000P	FREX02043781	Put Option
BME C6 10.5	EOBME 2603K310500C	IT0023427781	Call Option
CRL I6 18	EOCRL 2609I318000C	IT0024981596	Call Option
CBQ L6 8	AOCBQ 2612I200800C	NLEX00415144	Call Option
BC O6 94	EOBC  2603K394000P	IT0023461095	Put Option
G X0 104	EOG   3012K210400P	IT0024621457	Put Option
ENE3 L6 2	EOENE32612I420000C	IT0019236691	Call Option
ASM I6 350	AOASM 2609I235000C	NLEX02416421	Call Option
DNO C6 4	OODNO 2603K200400C	NO0510936102	Call Option
STL X8 30	EOSTL 2812F330000P	IT0018998481	Put Option
BPM5 I6 24	EOBPM52609I324000C	IT0025002913	Call Option
DTQ U6 32	AODTQ 2609I203200P	NLEX02427394	Put Option
RN1 R7 35	PORN1 2706I203500P	FREN27749372	Put Option
SM4 C6 180	POSM4 2603K218000C	FREX00722659	Call Option
PST3 X6 40	EOPST32612I340000P	IT0022053398	Put Option
STL3 F9 18	EOSTL32906F318000C	IT0022464108	Call Option
SRG F7 4	EOSRG 2706I440000C	IT0022460346	Call Option
RAC F6 354	EORAC 2606J235400C	IT0024261882	Call Option
TO1 F8 100	POTO1 2806G210000C	FREX01316329	Call Option
TIP R6 19	EOTIP 2606J319000P	IT0024846575	Put Option
AFA C6 14	AOAFA 2603K201400C	NLEX00982895	Call Option
BGN R8 44	EOBGN 2806G344000P	IT0024350230	Put Option
MHQ F7 190	AOMHQ 2706I219000C	NLEN21522821	Call Option
FBK R7 19	EOFBK 2706I319000P	IT0022444670	Put Option
VAR I6 29	OOVAR 2609I202900C	NO0511079621	Call Option
FBK I6 14	EOFBK 2609I314000C	IT0024912534	Call Option
BF8 M7	AFBF8 2706I000000F	NLEN07206936	Futures
TIT3 F0 1.8	EOTIT33006L418000C	IT0024623164	Call Option
KR1 L7 1000	POKR1 2712H2A0000C	FREN02452034	Call Option
G5 I6 16	EOG5  2609I316000C	IT0024915990	Call Option
STL R0 5.6	EOSTL 3006L456000P	IT0021061418	Put Option
CU7 Q6	BFCU7 2608L000000F	BEEX00344040	Futures
PIR5 O6 10.5	EOPIR52603K310500P	IT0023860841	Put Option
UCG R6 3.2	EOUCG 2606J432000P	IT0017949329	Put Option
MIB F8 28000	IOMIB 2806G028000C	IT0024282169	Call Option
JUV U6 2.1	EOJUV 2609I421000P	IT0025000560	Put Option
PST3 R8 8.8	EOPST32806G488000P	IT0021040180	Put Option
TIR3 L8 1.1	EOTIR32812F411000C	IT0021797128	Call Option
ENI C6 6	EOENI 2603K460000C	IT0023653907	Call Option
NN X6 90	AONN  2612I209000P	NLEX01775751	Put Option
IY1 O6 6	POIY1 2603K200600P	FREX01534970	Put Option
ENE5 R6 12	EOENE52606J312000P	IT0024365295	Put Option
SPM C6 1.3	EOSPM 2603K413000C	IT0023535542	Call Option
AGN R7 7	AOAGN 2706I200700P	NLEX01737876	Put Option
MC1 F6 720	POMC1 2606J272000C	FREX01937785	Call Option
G3 F6 31	EOG3  2606J331000C	IT0024224963	Call Option
CRL O6 8.4	EOCRL 2603K484000P	IT0023644070	Put Option
CRL O6 32	EOCRL 2603K332000P	IT0023927285	Put Option
SM4 X6 300	POSM4 2612I230000P	FREX00377389	Put Option
STL R1 2.2	EOSTL 3106K422000P	IT0023678854	Put Option
PPQ R6 45	AOPPQ 2606J204500P	NLEX00872138	Put Option
NB1 O6 28	PONB1 2603K202800P	FREX01936019	Put Option
MAT R6 17.5	EOMAT 2606J317500P	IT0024364470	Put Option
SC1 I6 30	POSC1 2609I203000C	FREX01860094	Call Option
STL3 F8 5.6	EOSTL32806G456000C	IT0021046054	Call Option
DIA O6 88	EODIA 2603K388000P	IT0023463877	Put Option
SRG3 R8 8	EOSRG32806G480000P	IT0024186774	Put Option
TIR3 F0 0.76	EOTIR33006L407600C	IT0024321207	Call Option
ENI X1 32	EOENI 3112J332000P	IT0023130088	Put Option
WBD5 F6 4	EOWBD52606J440000C	IT0024346923	Call Option
ENAV U6 4.4	EOENAV2609I444000P	IT0024985340	Put Option
MNQ O6 48	AOMNQ 2603K204800P	NLEX01020265	Put Option
MDB3 X9 2.8	EOMDB32912L428000P	IT0024851468	Put Option
SBM F6 21	AOSBM 2606J202100C	NLEX01708240	Call Option
CP6 M6	PFCP6 2606J000000F	FREX01084596	Futures
UCG L7 132	EOUCG 2712H213200C	IT0024194448	Call Option
BGN R7 10	EOBGN 2706I310000P	IT0022618281	Put Option
GL1 R7 70	POGL1 2706I207000P	FREX01100699	Put Option
AS9C C6 920	AOAS9C2603K292000C	NLEX02520578	Call Option
TRN5 C6 8.6	EOTRN52603K486000C	IT0023451229	Call Option
RWQ F7 40	AORWQ 2706I204000C	NLEN20877002	Call Option
VPK R6 42	AOVPK 2606J204200P	NLEX01722274	Put Option
STE C6 18	EOSTE 2603K318000C	IT0023444448	Call Option
ML1 U6 32	POML1 2609I203200P	FREX01828364	Put Option
TIR5 R6 0.24	EOTIR52606J402400P	IT0024321553	Put Option
SL F6 66	EOSL  2606J366000C	IT0024601434	Call Option
RND U6 26	AORND 2609I202600P	NLEX02393315	Put Option
EZ4 F6 56	POEZ4 2606J205600C	FREX01296943	Call Option
STL3 F9 36	EOSTL32906F336000C	IT0022464306	Call Option
ENI3 L9 4	EOENI32912L440000C	IT0023130294	Call Option
AGB I6 26	BOAGB 2609I202600C	BEEX00386058	Call Option
SRG5 I6 5.2	EOSRG52609I452000C	IT0024939651	Call Option
MC9C X6 1000	POMC9C2612I2A0000P	FREX01726691	Put Option
